headline
Stort flertal politikere i USA stemmer for skolesikkerhedslov
Følg Champions League-braget her: Lynmål i Barcelona!
Leif Davidsen efter forgiftning af eks-spion og datter: 'Putin giver os en fuckfinger'
"Ekspert efter Nettos nye idé: 'Man skal passe på, man ikke tisser i bukserne for at holde sig varm'"
21-årige Sørens forældre betaler næsten alle hans faste udgifter: 'Hvad ville du sige til at skulle leve for 2.000 kroner om måneden?'
Danske Banks mistænkelige kunder var en pengemaskine
Atomaffald skal oplagres på Risø  indtil senest 2073
Unge amerikanere over hele USA kræver stramning af våbenlov
Formel 1-eksperter i svime: Er Kevin Magnussens bil virkelig SÅ hurtig?
Roskilde-borgmester: Folketinget flygter fra ansvar for atomaffald
Juventus udbygger føring med sejr over Cornelius og co.
Tyrkere fik tæv igen: Bayern Münchens kvartfinaleplads kom aldrig i fare
27 danskere alvorligt syge efter tur i supermarked: Ekspert frygter langt flere danskere er ramt
Connie Nielsen fortæller om det mest smertefulde ved skilsmissen fra Lars Ulrich
Prinsesse er forsvundet: Mystisk video skaber frygt for hendes skæbne
Lille Piv blev fundet i en grøft - nu bor hun hos Anne
Spidsfindig besked til flyselskab reddede passager for ekstragebyr
24-årig blev forladt af ven og døde: Nu er der afgørende nyt i den mystiske sag
To teenagere anholdt efter vanvittig mishandling af kaniner og angreb på 8-årig
Fem døde i tragisk styrt: Video fra cockpittet viser minutterne før
16 børn blev dræbt i Storbritanniens sidste skoleskyderi: Nu har de pårørende skrevet et rørende brev
Dansker skurk i ny ’Tomb Raider’-film: ”Jeg får flere og flere tilbud”
Filminstruktør Palle Kjærulff-Schmidt - manden bag 'Der var engang en krig' - er død efter sygdom
Engelsk tv-station suspenderer fodboldekspert efter spytteri på 14-årig pige - men han får lov at fortsætte på TV3
52-årig kvinde dræbt i harmonikasammenstød ved Thorning
Klub-præsident på banen med pistol: Nu truer FIFA med hård straf
Martin Brygmanns koncert den 16/03 er nu udsolgt: FÅ BILLETTER TILBAGE TIL DEN 17/03
"SPAR 50,- på 5 stjernet spansk pleaser-rødvin!"
Ulykke i svømmehal: Teenager trukket livløs op af vandet
Superligaklub jubler: Banen bliver klar - det lover vi!
Den svenske krone i massivt fald: Så billigt er det lige nu at handle i Sverige
Klaus Riskær skal være far som 62-årig: Kæresten er blot 27 år
Superliga-boss roser Brøndbys fans: Det er enestående for dansk fodbold!
Lærere fik mistanke om lidt for imponerende eksamensresultater: Nu er 10 elever taget i snyd
Dansk imams butik udsat for hærværk: Jeg blev ringet op - og fik et kæmpe chok
Stephen Kinnock efter forgiftning af eks-spion og datter: Kan vi ikke udsætte VM i fodbold?
Formel 1-præsident afviser Magnussens kritik: 'Det er simpelthen for barnligt'
"'Mand, Kan du så opføre dig ordentligt, når din sexpartner betror dig med en positiv klamydiatest'"
Bro afslører: Jeg datede paradiso - 'vi var næsten kærester'
Iskold luft: Her vil de ikke høre Mette Frederiksen tale 1. maj
Sportsdirektør gik med øjeblikkelig virkning: Nu har Superliga-klub afløseren på plads
Dansker tjente formue ved at sælge firma: Friede til kæresten med det samme
IKEA opfordrer mænd til lang barselsorlov: Det gavner karrieren
Kæmpe lettelse for dansk familie: 14-årige Yiming kan blive i Danmark
Britisk skyggeminister: May vil udvise russiske diplomater
Rene blev vækket efter sengetid: Beskeden får ham til at rase over byens vandværk
'Jeg fandt smerternes pauseknap'
'Her er sandheden om min graviditet - og flere burde være ærlige'
Se om dit boliglån udløser skattesmæk eller penge tilbage
Maskinmester og Klaus Riskær sammen om nyt IT-eventyr
Her bor Danmarks rigeste procent: Se hvad de laver og tjener
Kemi truer os: 'Situationen er hamrende alvorlig'
"Jonas er portør og har fået nok: Gamle damer falder om, og demente forlader hospitalet uden sokker"
BT mener: Magten lukker sig om sig selv i Danmark
"Lilja har KOL, angst og slidgigt: 'Giv os nu lidt fred og værdighed'"
Geniet Stephen Hawking er død
"Stewardesse begik kæmpe fejl: Da de landede, var 10 måneder gammel hundehvalp død"
Åh nej! Dansk cykelverdensmester brækker hånden
Så meget tog Kylie på under graviditeten
Politifolk vil strejke - grænsekontrollen kan blive lammet
"'Jeg prøver at leve op til mine egne idealer om at være gavmild, på alle planer, også seksuelt'"
