headline
DF kræver loft over familiesammenføringer – Lars Løkke reagerer meget mere kritisk end Inger Støjberg
Præsident Trump siger nej til Iran-aftalen – dermed er der skabt alvorlig splittelse mellem USA og Europa
"Gennem de sidste ti år er der aldrig blevet anmeldt så mange voldtægter, som i første kvartal i år – næsten tre gange så mange som i 2013"
Islamisering af Danmark: I stor biograf sad muslimske mænd og kvinder adskilt – ingen griber ind
"Gymnasieelever indrømmer frejdigt, at de pjækker – ekspert beskriver skolens store nedtur"
"I England er det myndighederne, der truer ytringsfriheden"
Europadag og Danmarks medlemskontingent: Danmark er netto-bidragyder til EU
En ukuelig kæmpe fylder i morgen 80 år
Afrikaner voldtog pige på 17 år – men han bliver ikke udvist
"Vine til Mors Dag, Kristi Himmelfart og konfirmation"
Geoffrey Cain var til stede under terrorangrebet på Krudttønden – han fortæller her hvad der egentlig skete
Intenst udendørs folkeliv til VM Ishockey i Herning – klik ind og se fotos
Politiet jagter denne mand – brugte falske Euro-sedler i Bilka
Dagens læserfoto: Japansk kirsebærtræ mod knaldblå himmel
Dansk Folkeparti vil smide Tyrkiet ud af NATO
"For tredje gang på kort tid ser det ud til, at politiet har fortiet vigtige oplysninger om gerningsmænd med indvandrerbaggrund"
"Video: Syv mænd provokerer på en café – da tjeneren griber ind, bliver han slået og sparket"
Khalil Al-Alami var sygeplejerske på Rigshospitalet – her voldtog han en kvindelig patient
Socialdemokratiets grønne stormagtsdrømme
Tyskerne har fået nok af grov vold – de vil ikke have asylansøgere ud i deres samfund
Peberspray som værn mod ulve
"Arabisk mand stak tre festglade mennesker ned med kniv, mens han råbte ”Allahu akbar”"
Løkke har to store problemer – og de bliver formentlig kun værre efter regeringsrokaden
Indvandrerdreng angreb politiet med stenkast og brandbomber – nu er hele familien smidt ud af lejligheden
